Tweet ID,Full Text,Mask Sentiment,Language
1289081863017910272,"@PiramalCareers 1- Men's shaking hand
2-Men in orange shirt not near a mask
3-Food delivery boy also not wear a mask and gloves 
4- people playing cards not wear a mask and dont follow social distancing.
5- Selfie people not maintain social distancing.",Pro-Mask,English,
1235232665957064704,"When someone's coughing w/o mask, I'll say he's ""spreading disease"". It's not stigmatisation nor discrimination, but he is spreading disease. People may get infected.

If this is how WHO educates infection control in #coronavirus pandemic, no one will ever place confidence in it. https://t.co/tcgBtH15Vh",Pro-Mask,English,
1263337023940653058,@woketruth11 @pjlove10 @Siclianoboy @FOXLA Two of my family members got a positive test result for Covid and asymptomatic. Both are wearing a mask. My brain tells me it’s because they don’t want to spread the virus to others.,Pro-Mask,English,
1276212915872333824,Why is this so hard. Wear the damn mask https://t.co/d1sy3ZdBKM,Pro-Mask,English,
1284830438725386242,"@Brasilmagic Wear a face shield if a mask is ""too dangerous""",Pro-Mask,English,
1280259139193602048,"You lying fuckface Trump.
40 million have not been tested. 
Forget about percentage.
The number of dead is increasing every day.
Tell the families who lost loved ones that it is 99% harmless. 
Wear a fucking mask. 😷 https://t.co/i18jIUr8rh https://t.co/JbixA4eGZb",Pro-Mask,English,
1236869142344425472,"@MrJVitale @CDCgov The CDC does recommend masks for sick people or for people who are caring for them, if the sick person cannot wear a mask because of difficulty breathing: https://t.co/tByze7zHPG and https://t.co/qOiuEZrmWy Unfortunately, there's no advice on how to get masks if you need them.",Pro-Mask,English,
1263663580672675840,"This is what we don’t want to see, workers sent into unsafe environments.  We shoppers/customers can help by wearing masks, distancing. Companies can help by offering paid sick leave so that no one feels pressured to come to work when sick.‼️👇 https://t.co/gSFM4DUuw7",Pro-Mask,English,
1284681245759361024,"@screebitz @MalcolmNance If you have some ""medical condition"" where your body is SooOoOOo compromised you can't wear a mask, you're too compromised to be out in public, exposed to any germ.
#StayTheFuckHome
#MaskItOrCasket",Pro-Mask,English,
1274261797390802944,"As someone wearing a mask at work, because I care, and don’t want to just say “stay the fuck home” fuck you and your stupid ass views on this subject, no one wants your redneck dumbass in their store or anywhere else, go hang out with the other no mask sister fucking losers. 🖕🏻 https://t.co/85hdF9VLWT",Pro-Mask,English,
1287902932340551682,"Just sayin, furries will wear an entire fake animal head over their own, so if you’re not wearing a mask because of a “medical condition” you’re basically admitting that the entire furry community is tougher than you",Pro-Mask,English,
1259289349167951875,The pic out of today's meeting in the WH Cabinet Room is appalling. Participants aren't seated 6 ft apart. None are wearing masks despite avg age around table is over 70. Are they ambivalent that virus does not discriminate? Do they think a test will protect them? #COVID19,Pro-Mask,English,
1233413550246285314,"@JaredMGordon Why is it Liberals act like little angry children that you are forced to give attention to?

As far as #coronoavirusoutbreak #coronavirus DEMS have been useless, doing nothing.....

Personally I am getting 3 months of can food, meds and cash. I bought my mask weeks ago... https://t.co/j6IBGhN0dN",Pro-Mask,English,
1284064514447511554,"Do you want to know why #Doctors started using #Mask..
@PriyankaJShukla mam explained it very well in her posts..
It's very informative...
Thanks mam for sharing it.
#WearAMask 
#MaskUp 
#Corona https://t.co/UPnnvXM54d",Pro-Mask,English,
1287925209157181440,@USDFootball At this rate nothing seems possible. Wear a mask!!!!!,Pro-Mask,English,
1289683442142085121,"Wear a mask! 

Next time it could be YOUR family. 

#WearAMask #CoverYourFace #InThisTogether #Covid_19 https://t.co/WJlRblxEoS",Pro-Mask,English,
1279474077233709056,People who are able to get a doctors note stating they cannot wear a mask are the same people who should most definitely be wearing a mask. Just sayin’.,Pro-Mask,English,
1289233231414308864,"Warriors' Steve Kerr addresses COVID-19 safety protocols: 'Just wear a damn mask'

https://t.co/TsKhmfjDWv",Pro-Mask,English,
1245864358543908864,"https://t.co/5mRfGpalww

Time to wear face masks, get it on https://t.co/Mct6PhA6tZ, if somebody wants to take a commission-based face mask sales job, we can help you land the job. 
#facemasks #mask #coronavirus #jobs #breakingnews #trending #UnEmploymentClaims",Pro-Mask,English,
1284956796306837506,Rod the Bod says wear a mask so fucking do it https://t.co/ufsaUPyfJj,Pro-Mask,English,
1275409573575372801,"To all those who have fought sometimes violently to be able to go out in crowds without a mask and now are infected with corona, TOO EFFIN' BAD.  You asked for it.",Pro-Mask,English,
1298077682559844352,"@NawtyShawn @IngenuousOne @HKrassenstein @realDonaldTrump Its not, it’s nothing like the flu, and it’s dangerous to call it that. There is something that can be done, as a national quarantine did help, significantly, mandatory masks do help, significantly. Social distancing does help, significantly. Ever see any of that during the RNC?",Pro-Mask,English,
1290667502209556481,"@realDonaldTrump DELETE YOUR ACCOUNT
#traitortrump 
#VoteBlueNoMatterWho 
#RidenWithBiden 
#WearAMask https://t.co/9hOL5AK32P",Pro-Mask,English,
1294671491683016710,"I Vote the Biden Harris ticket! Hand deliver your ballot if possible. Streamline, fully resource, fund and protect USPS! Voter apathy/complacency made this GOP mess! Don’t trust polls!  Register! VOTING IS SERIOUS: BRING FRIENDS! Mask up! VOTE Biden, super majorities no GOP! https://t.co/ws1YUOZxHf",Pro-Mask,English,
1287189320206397442,"@Mady_Cat_Bauer @BernieSanders Yes, if you stay at home and don't interact with the all the other bodies. 

Otherwise put on a mask, Karen.",Pro-Mask,English,
1282389695792664577,"We distributed a lot of masks this morning in Baton Rouge!

The most important thing we can do right now is wear a face covering and get tested.

Free surge testing for COVID-19 ends Saturday July 18. Register now: https://t.co/dimv7dYndd

#GeauxGetTested #MaskUpEBR https://t.co/pTAGREAelH",Pro-Mask,English
1278335296829042688,"@GovRicketts You are a ghoul, and a frontman for trump. Masks save lives. Dakota county had the right idea. Highest infection rate in the nation, and you threaten to cut off their covid-19 federal funding, unless they eliminate their mask requirement. Shame on you.",Pro-Mask,English,
1271490268710215683,@ntvuganda I choose not to blame the people only but the state too. Those people are trying to look for food indeed. But the public should atleast observe the guidelines as they look for food eg puting on masks. If you can buy a mask make yours locally if you can't still then stay home ahh,Pro-Mask,English,
1298599424550199297,"@fnsake SOME people can really not wear a mask**

** No not you karen",Pro-Mask,English,
1287716088168546305,"@CBCNews @nicireland_news Governments should do something about these activities who spread misinformation.... your right is your right till you don’t violate other’s rights . It’s simple as that . If you don’t want to wear a mask or don’t want vaccine, stay home and enjoy your rights.",Pro-Mask,English,
1299707150009159682,"@bullbot321 @dekedekeshelf @RealJamesWoods There was a shortage of N95 masks, but not  ""cupboard bare"" of medical supplies exaggeration that Trump stated. If there was a shortage why did Trump send supplies to CHINA before outbreak hit USA &amp; why did he wait until April 2 to ramp up production?",Pro-Mask,English,seems to be pro mask wearing
1299716617216110592,"Come to #HappyManTree Bank Holiday #FestiviTree!
Tree related art, stories, fun🎉
@treeruss of @TM_Hackney &amp; @AncientTreesATF on London planes💚🌳
🎶Radfax Band &amp; @MrArtTerry🎶 
Discussion on building around trees💬
Cake!🧁
Social distancing &amp; masks😷 2/3",Pro-Mask,English,
1257962493726593024,@eruke_clement @ayemojubar Face mask with social distancing app.,Pro-Mask,English,
1228284441866338304,@WBYeats1865 #CCP_is_terrorist  mask is out of stock in China 2 !,Pro-Mask,English,
1285511183164821505,WEAR A MASK SO I CAN WEAR MY JERSEY💯 #IWantASeason,Pro-Mask,English,
1262079189718622209,"@DesnoyerRobert @badartent @nightmaredoll7 @peterbakernyt Thanks. My god WB parents were shocked to learn that I spent several months wearing a N95 twelve hours a day. Social Media wasn’t very popular then and honestly, I miss that. I want ppl to be safe. I never want to see another mask meme though. 🤷🏻‍♀️",Pro-Mask,English,
1285587802034442250,"They also said that if you come into contact with someone who has COVID-19 (meaning less than 6 feet/more than 15 minutes) you need to self-isolate, EVEN IF YOU WERE WEARING A MASK!",Pro-Mask,English,
1284366049878642690,"So the other day I had a customer who refused to wear a mask, ended up screaming obscenities, and shit talked Governor Wolf at the front of the restaurant and stormed out. His excuse as to why he couldn't wear one? He claimed to have fuckin TUBERCULOSIS. TB. CONSUMPTION. SNBDBENS",Pro-Mask,English,
1272922195266801667,To everyone - please wear a mask if you are able. You might not think it’s a big deal for just popping into a shop quickly but the pandemic is unfortunately not over and staff are anxious and scared. Do your bit. https://t.co/aUSgrtRHdP,Pro-Mask,English,
1262431527507394560,"Reported #COVID19 cases in the #US as of Sunday, May 17th. #Coronavirus #SaferAtHome #HealthyAtHome #StayHome #StayHomeSaveLives #TogetherApart #PhysicalDistancing #SocialDistancing #Masks4All #MasksNow https://t.co/e6xnqairJN",Pro-Mask,English,
1283259719889481728,"@ANCALERTS We can't let the government send our kids and young adults back to schools to die!! This virus has been proven to be airborne and more infectious than previously thought!! They tell us to wear a mask, but what about our eyes being protected? Please support online learning",Pro-Mask,English,
1295068842365014018,"@JonathanFolland @bghsa @KSTaxEconomist @KsPolicy @brian_blase @AAPSonline @IWV @SeemaCMS @Heritage @SecNorman Or, alternative theory, the mask mandate reduced COVID-19 transmission, which would fit with what larger studies have found. https://t.co/kUpbFm5N4w",Pro-Mask,English,
1299042958713458689,@CarolFoster13 @epied3 @SarahJeanDowdy1 @ScottPresler @realDonaldTrump Your brother in law is a doctor. Does he wear a mask when working on patients in the hospital?  Have doctors been wearing masks in the hospitals in the last 50 years.  What percentage of them have legionnaires? Why do you think they have been wearing them?,Pro-Mask,English,
1289664487016951809,@stevenmazie Ask herman cain. Wear a mask?  Guess you can’t,Pro-Mask,English,
1274438760189562880,Today my best friend is getting marrying you know what sucks I won’t be able to spend this special day with her... we have been waiting for this moment forever. Breaks my heart I won’t be able to there see her as a bride 💔 Fuck you COVID-19! ☹️ People please wear ur mask!,Pro-Mask,English,
1290465137804148736,I'm good on that Rona wear a mask lil bro😷,Pro-Mask,English,
1274343602735456257,"Dear Ugandans, that mask on your chin is as useful in protecting you and others against #COVID19 as the one you left at home.",Pro-Mask,English,
1293264365538377728,"@weekley The health and safety of every student athlete in this country from college down to midget league teams should come first before money. I want football but not at the expense of a students wellbeing. Just not worth the risk. People...Wear a Mask, wash your hands, self distance.",Pro-Mask,English,
1287573698095067137,@Docscurlock2 I do so enjoy that almost all the stores in my area are banning people like you who refuse to wear a mask.,Pro-Mask,English,
1238030711627620353,20pcs Medical Mask Face Masks Anti virus with earmuff anti-dust mask resist Coronavirus With Retail Box High Quality https://t.co/ZKOQ94Yy3a https://t.co/EwPCT2Ymez,Pro-Mask,English,
1279581557158825987,"@itswaytoolate3 @Pikacha25 @Subcaptian @moby_dickhead You're asses are both blocked for being such sociopathic pussy terrorists that you'd happily risk the lives of yourself, &amp; everyone around you because you can't be bothered to wear a mask in public because the govt. said to do it ya dumb fuck hypocritical anarchists.",Pro-Mask,English,
1276222509818445829,@AngrierWHStaff I currently live in France. I was at the supermarket this morning for the weekly shop. Mask wearing is about 90% participation still which is good but I did notice a lot less social distancing.,Pro-Mask,English,
1293840804000169984,"It was great to see all the goaties, chins and beards being protected with masks in @IKEAUK Wembley yesterday afternoon... oh and your finger doesn't breath either so best not to wrap it around that after you walk in. It is your mouth and nose you, absolute, morons #COVID19",Pro-Mask,English,
1290406336560279553,"@marcorubio Senator Rubio, felt the need to give a synopsis of 2020. No proposals, no strategy, not one statement on the importance of mask wearing. Nope, all boiled down to sending kids back to school to bring COVID home to their unemployed parents. And how bad the deficit is going to be 1/",Pro-Mask,English,
1263809801546379266,@KarlaKush420 Awe ☺️❤️......by the way if this kind of orgasm is going to be the carrier of Covid Pandemic people will stop wearing masks and will happily die of Corona ☺️,Pro-Mask,English,
1288841046617542657,"Coronavirus cases hit 17 million worldwide after setting new single-day record! Fall coming, indoors = greater infection risk! Social distance! Mask!  @jkenney @JustinTrudeau @RachelNotley #Ableg
https://t.co/va0VbBoapQ",Pro-Mask,English,
1236818474590040065,Very careless contact tracing in Australia. Most contact with anyone slightly displaying respiratory symptoms should be quarantined before they do major damage across community settings. Everyone should be wearing respirator mask. https://t.co/mwPxB4LOiO,Pro-Mask,English,
1286788888326021120,"New Covid Fashion Trend? Man Wearing a Mask – and Nothing Else – Grabs Shoppers’ Attention in London
https://t.co/5CfAyUC37c https://t.co/vnZMiKXi0P",Pro-Mask,English,
1221352121263710208,"Doc: why r u wearing a mask
Me: coronavirus
Doc: my dear u chose this profession you leave it up to god, also that mask does nothing 

اتشهد يعني؟ https://t.co/Pcjf4vL6nY",Pro-Mask,Multiple,seems like they're making fun of the doc
1287710528203366400,"@hendopolis @RishiSunak Save the #highstreet by raising taxes for #onlineshopping or save the people from #coronavirus and #AntiMaskers and let them #StayHomeStaySafe 

#WonderOfWonders guess which the .@Conservatives chose 

They have got a 67,000 body count for no reason",Pro-Mask,English,
1284901643419557889,"As Americans and people of God, we have a civic and moral obligation to wear masks indoors and outside near others. For businesses, jobs, schools, sports, and mostly, for lives. If we have to wait for government mask mandates, we’ll likely have already failed. Please #MaskUp https://t.co/YI9Fre4BEy",Pro-Mask,English,
1233466980012904451,"https://t.co/sC0z7V17Jo

Strylin Protective Dust Mask with valve

#coronaviruswuhan  #Coronavirus  #coronavirusdeaths #viruscoronachina  #CoronaVirusCanada  #ChinaCoronaVirus #COVID19 #coronaviruschina #COVID19 #earthquake #EarthquakePH #Covid_19 #COVIDー19 #virus #VIRUS_CORONA https://t.co/8vSLmpmlKP",Pro-Mask,English,selling mask
1270091394007384064,@politicoalex They’ll be squeezing people together w/o masks. A perfect Petri dish for major spikes in COVID-19.,Pro-Mask,English,
1290660019713843204,@SeanTrende My cousin in a rural part of the country contracted covid mid April - community spread (had not been further than 20 miles from home). Most likely place was the grocery store (no one was masking or social distancing at that time),Pro-Mask,English,
1254244527826784256,Ight peeps I needs information on unemployment this guy not being forced to wear a mask in public. I’ll stay the hell home,Pro-Mask,English,
1290152938279563264,"No mask?

They're happy to take risks, they'll stake their lives on it and everyone elses. 

What they don't 'get' (because they're as thick as mince) is that 'the risk' they expose everyone to, rises exponentially as the disease spreads.
https://t.co/7qAkUDeDN2",Pro-Mask,English,
1232166975691882501,"Japanese get creative in face of #coronavirus crisis mask shortages

Desperate to protect themselves against the coronavirus, people in Japan are going to unusual lengths with DIY solutions

https://t.co/vISAv0iewT",Pro-Mask,English,
1267315779520720896,Please stay safe fam. Wear a mask if you're going to protest. COVID is still out there. #BlackLivesMatter,Pro-Mask,English,
1235766870881558529,@waltshaub I was exposed to the coronavirus during a cruise from SF to Mexico. My doctor and public health department instructed me to wear a mask if I must go out. The mask is to protect others not myself from spreading the disease. Your dentist should consult the local public health dept.,Pro-Mask,English,
1293003856624967681,"There's only one thing I'll miss after this pandemic scenario ends: the masks. I looove not having to put on make up every day for work. 😷 
All the rest I just want to forget. 100.000 deaths now in my country... I'm so sad for everyone... 😔",Pro-Mask,English,
1283343628564402176,"Wear a mask!
Now? Ahhhh in a week an a bit...in shops
Oh...what about an office
Nahhh
Pub?
Not really
Oh...what about in wales? 
Dunno mate they haven’t said anything 
Christ! Just tell us all to wear a mask now, for everything, until next year
Kind regards",Pro-Mask,English,
1298631900211433473,these two hoes aren’t wearing masks and they’re gonna get corona ❤️,Pro-Mask,English,
1275062289779929089,"@realDonaldTrump It’s hard to believe, but the President of the United States encouraged the Nation not to wear masks. To this day, he’s made little mention of the 120,000 Covid deaths. All that matters is the election. Let’s give him an election he won’t forget! #VoteHimOut",Pro-Mask,English,
1296940446866903041,You heard @BTS_twt and @DrTedros !! wear your masks people !! https://t.co/udVuvy5YKT,Pro-Mask,English,
1291566909721325576,@RealJamesWoods WEAR a mask folks,Pro-Mask,English,
1271617906086834176,"#Wearadamnmask 
It's so upsetting that people will not wear a mask...!! https://t.co/N17KMwlDse https://t.co/sM6EODjCEM",Pro-Mask,English,
1275217893781909509,"I think the best practice is just acting as if everyone you see in public is positive for COVID. Keep your distance, be cautious, wear your mask, etc. Y’all are becoming too complacent &amp; careless and that mindset could potentially put you or someone close to you in the hospital.",Pro-Mask,English,
1287646879585431552,"Mask, Social Distancing and Sanitizer

This Trishul 🔱 will destroy the Coronavirus. Use it at all times. #IndiaFightsCorona

via MyNt https://t.co/Y3jQiejWth",Pro-Mask,English,
1233523840518643715,How to make your own coronavirus mask/Κορωνοϊός:ΜΑΣΚΕΣ ΑΠΟ ΧΑΡΤΟΠΕΤΣΕΤΑ https://t.co/BZ8rl7Bn4E μέσω του χρήστη @YouTube,Pro-Mask,English,
1232571707283722241,"Coronavirus: Made in Hong Kong face masks a joint effort by 'chemistry godfather' and social enterprise
#coronavirue #MakeYourOwnMask  
#布マスク #천마스크 
HKMask®️  https://t.co/vj0ry3956e via @hongkongfp",Pro-Mask,Multiple,
1229911950533881856,#SouthKorea minister of foreign affiairs says that she is willing to dispatch a Korean medical team to China if requested. WTF my country is already short on medical staff. Government already have gave China 3 million masks and Korean ppl are short on masks. #coronavirus #COVID19,Pro-Mask,English,
1220449387337388038,Recommend wearing an N95 or higher level mask but even simple surgical masks can give some protection in a viral outbreak #Wuhan #WuhanOutbreak  https://t.co/X9SO460XfZ,Pro-Mask,English,
1289976754942013440,"Personally, I wear a mask outdoors in the presence of people and try and distance myself as far away as possible.  If there is no one around I often drop my mask while taking walks outside. (6/end)",Pro-Mask,English,
1261812829994332160,The fact I've had to justify to others why I wear a mask &amp; gloves during this pandemic is starting to make me think we have every right to become the next extinct species of this planet.,Pro-Mask,English,
1278426830513504258,"@VaughnHillyard @maggieNYT @VP Any other president would be on TV every day saying
Wear a mask.
Stay home if you're sick.
Donate blood.
Wash your hands.
Keep your distance.
Cooperate with tracers.",Pro-Mask,English,
1285939179994718209,"COVID Is Rampant in Louisiana, Where the War on Masks Is Extra Crazy https://t.co/IZ6vTzaVCl via @YahooNews",Pro-Mask,English,
1225734781100384256,[2000 Masks] HOSIPTAL GRADE – Disposable Surgical Face Mask – Anti-Fog Pleated Ear Loop – Latex Free https://t.co/kdjTxWXAwa #wuhan #ChinaCoronaVirus #coronavirus #WuhanPneumonia #facemask #mask #masks,Pro-Mask,English,
1282436677772939265,"@BBolander Besides avoiding viral exposure, the main reason I limit my store trips in a day is so I don't get frothing-mouth angry over encountering too many COVID-careless people...

...and I bet Calvin's father ALWAYS wears the damn mask in public. Over the nose and everything. 2/2",Pro-Mask,English,
1278134503681253376,@GovRicketts I heard about you telling your state that they have to drop the mandatory mask requirement or they won’t receive COVID19 funding. That is insane! Do you not believe that COVID19 is killing people-your constituents? What the heck is YOUR problem with masks?!,Pro-Mask,English,
1287823915763380224,"Tired of wearing masks? Imagine how corona warriors are fighting the pandemic: PM Modi on Mann Ki Baat 
https://t.co/A8FBU1i6Jc https://t.co/jHRyQPgEf6",Pro-Mask,Multiple,
1273701421297201152,"Yes. Please wear your mask. I don’t want to spread it to you and you to me. 

Thank you. https://t.co/U2onGrUrw0",Pro-Mask,English,
1275849823405686785,Gov Abbott shutting down Texas last resort...wear masks and social distance...How hard is it https://t.co/RE85xA0jIj,Pro-Mask,English,
1293974468629536768,"Wear a mask, wash your hands, social distance: ""“I’m not asking some of America to do it -- we all have to do it,” Redfield said. This is one of those interventions where 95% to 99% of people have to do it for it to work, he said."" https://t.co/odCM496hZn",Pro-Mask,English,
1299245173126213632,"Protesting against exams in pandemic - just look at them closely, how many are wearing masks properly ??  All these nuisance to destroy future of our talented youth and sabotage country. 

#JEE_NEET exams be held as per NTA schedule. https://t.co/tD0EETP2q4",Pro-Mask,English,
1227015090584424448,"The bravest, professional #HongKongPolice, were wearing full gear( much more better than medics and firemen, ref. below tweet), standing far away from the patients and take selfie.
#WuhanCoronovirus #nCoV2019 https://t.co/ZmOzMlwNoc",Pro-Mask,English,
1276293628768538626,Yes and no reruns please! #maskup #staysafe #stayhome #bekindtooneanother https://t.co/aMVCKwQEYu,Pro-Mask,English,
1286389020692340736,"Simple thing each and everyone of us can do to protect those we live is to wear a mask and wear it correctly, says @Marion_Health's Caine. If we do not... ""we will never reach the new normal we all seek.""",Pro-Mask,English,
1278470321985720320,@JohnCooper4Nash Thanks Metro for the mask mandate. I’ve seen a greater % of mask wearers. But some are wearing masks around their necks but not covering their nose and mouth. Is this a mandate protest or a way to get around it? Others aren’t covering noses. We need a wear a mask properly mandate,Pro-Mask,English,
1261478187889913857,"Due to Covid-19 pandemic 
#WarriorsOfHumanity of @derasachasauda  are donating blood ,ration,masks ,senetizer  etc etc. https://t.co/0dpjlNmNAl",Pro-Mask,English,
1298240780935598080,"@politicshome Forcing kids into unventilated crowded classrooms without social distancing, masks or track and trace is madness.",Pro-Mask,English,
1271545926327267328,"There are a number of places that have successfully beat the COVID-19 spread. They are as diverse as the entire country of New Zealand (zero cases) and a US hair salon  (zero spread). All had a common theme: mandatory masks in groups.

Why do people not want to wear masks?",Pro-Mask,English,
1272034964435988480,"அதிகப்படியான மக்கள் முககவசம் அணிந்துள்ளனர் ஆனால் சமூகஇடைவேளை சுத்தமாக இல்லை - இந்நிலை தொடர்ந்தால் #கொரோனா வால் #திருச்சி மிகவும் மோசமான நிலைக்கு சென்றுவிடும்:Maximum people wearing Masks but zero in Social distance, if this situation continues then #Trichy will be in #Corona ICU.",Pro-Mask,Multiple,
1286801765459927040,"Also I know I use 9/11 as a measure a lot with COVID-19 but I feel like that's the only way to get through right-wingers and suburban moms' heads about the seriousness of this. 

WEAR A MASK
SOCIAL DISTANCE YOURSELVES
WASH YOUR HANDS
STAY ISOLATED",Pro-Mask,English,
1296071666863308800,Literally the same as 2020 because y’all won’t wear a mask or think the virus is a hoax. HAVE FUN! https://t.co/IG2iRVzBgx,Pro-Mask,English,
1299820570507464704,"Notice anything about this picture? Besides a bunch of sheeple.  It's from Pences stop in Traverse City, MI yesterday.  Too bad some seagulls didn't crap on the asshole.

#MaskUpBitch 
#StayAtHome https://t.co/TbtPHhgGJj",Pro-Mask,English
1296886365469237249,@Colorado @GovofCO Forcing me to wear a mask in public places but you take yours on and off. Nah nah you follow your own rule. The doc could keep hers on with no problem https://t.co/bxd3sjs5Vu,Pro-Mask,English,
1287269332548874240,I'm going to propose the Covid fine should be doubled if you refuse to abide by a direction if a retail worker where the store has decided to refuse entry without a mask. These workers don't deserve this shit. #COVID19Vic,Pro-Mask,English,
1264698210867720199,"100k dead but Tammi thinks wearing a mask is a bad thing.

Tammi is not smart. https://t.co/vuJBvwUcoj",Pro-Mask,English,
1282541709084315649,"@ClaritySpa4 @PunishDem1776 This is the Houston mayor speaking at an event yesterday where there was a large crowd of people, no social distancing, and weak mask compliance. He says one thing and does another and he himself won’t even follow the existing ordinance. https://t.co/du84oUSue3",Pro-Mask,English,
1252930665923911680,@michaelgoodier Tbf would much prefer everyone wearing masks and the lockdown being lifted ASAP,Pro-Mask,English,
1224890880571715584,"What people are forgetting is that many Asians wore face masks way before the #coronavirus trend. They came in many varieties. The ones who wore the surgicals were doctors, nail techs, collected cans, or worked in a dim sum spot. The rest were worn by artists and celebrities.",Pro-Mask,English,
1285164815892144128,@NyadolNyuon Just wear a mask...Bolt’s an idiot!,Pro-Mask,English,
1259228997097046017,@OzraeliAvi The police who arrested her for protesting the lockdown rules are putting people at risk. They're not wearing masks and are congregating. I guess the rules (not laws) they are enforcing don't apply to them.,Pro-Mask,English,
1276956031080378368,"@ThinkOneWorld Hmm... breathing problem? She should not wear a mask, #coronavirus just loooves #Republicans with breathing problems... it's probably just GOD rigging the 2020 elections... wait till dumb #trump says it! 😀",Pro-Mask,English,
1254435577467932672,"DIY masks, hand sanitizer, street art: Canadian museums are already documenting life during COVID-19 https://t.co/YbpuYyE0uC from @cbc @CBCArts #artinthetimeofcorona #artmuseum #Canadian #covidart #artinquarantine #CoronavirusArt #CoronavirusArt #quarantineart #Museums https://t.co/GZH6d2yGLe",Pro-Mask,English,
1235305436812906497,"A global rush to buy masks and other protective equipment amid the coronavirus outbreak is endangering supplies and putting medical workers' lives at risk, WHO said. https://t.co/HxFgFTEVKi via @HuffPost",Pro-Mask,English,
1294428087996887040,Are these the same people who won’t wear the mask? https://t.co/BHIteiteTR,Pro-Mask,English,seems critical 
1299523880948654080,"Bottom line - Wear a mask, physically distance, stay home if possible, trust local info over federal &amp; trust the (real) scientists. ~5min thread, w 2 articles 👇
#IStandWithFauci https://t.co/3ozAGtM7iA",Pro-Mask,English,
1281555180434194432,"Please watch this. And please, do your part and #wearamask in indoor public places. 🙏🏼 https://t.co/AMp8UDmC7G",Pro-Mask,English,
1245739217025523712,"@Vedmalik1 You are right Sir, while lockdown may not continue people may have to observe self discipline like social distancinjg, wearing mask (as you rightly said) and washing/sanitizing hands at regular intervals for safety of self and others!",Pro-Mask,English,
1230046647046025216,Wrestlers fear no Coronavirus threat but wear masks as 'precaution' https://t.co/djMgaGBroY,Pro-Mask,English,
1272873628145790976,"Some DO's and DON'Ts of face covering against #COVID19  that @CDCgov and @WHO recommend

#mask4all

1. https://t.co/wmY19O8USr
2. https://t.co/dcegds5jll https://t.co/ne42xn2def",Pro-Mask,English,
1231259491515207680,N95 Softseal Valve Mask 10 pack https://t.co/TJX62koK1X #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #wuhan #china #outbreak #CoronavirusUSA #pandemic,Pro-Mask,English,ad
1298035699824955392,"There's acne. 
And then there's: back to school in person, global pandemic, wearing a mask all day, hurricane in the gulf
Acne.",Pro-Mask,English,
1276685746410270721,"#MurdererInChief @realDonaldTrump is killing off lots of #Trumpanzees ! That’s a good news story, and it’s their karma. They chose him, they swallow his lies, they won’t wear masks. Live by the Traitor, die by the Traitor. #TrumpIsKillingUs https://t.co/krfgFFcG65",Pro-Mask,English,
1278230514139193344,Wear a damn mask people. Quit being a stunad! https://t.co/RtLQPQx21j,Pro-Mask,English,
1225136859472367616,Guessing this is related to Coronavirus? Home Depot was sold out of masks. @ The Home Depot https://t.co/nhlQVmv3zk,Pro-Mask,English,
1266537090692468737,"Oh. *stretches* This is so shocking. *yawn*

But why the need for all this? Those people knew they were putting themselves and others at risk by going out maskless. What I'm saying is, would they even care? https://t.co/2ZWy5A15ww",Pro-Mask,English,
1226530108330012672,"Everywhere of my feeds they are selling mask this that. Surgical mask, N95 mask or whatever mask u call them out there in the market. I mean...selling is one thing. But broadcasting them on repeat is seriously problematic dude. Especially when u’re selling them triple the price!",Pro-Mask,English,
1273716341523058690,Wear a mask. https://t.co/S2RpLlPfef,Pro-Mask,English,
1299763992450273281,If you don’t want to wear masks or be in lockdown .... just sit ur bloody arse at home and take precautions temporarily until the threat of disease is minimised???? Don’t have a mass gathering????? https://t.co/RWawcZoPP9,Pro-Mask,English,
1288472032464850946,Just wanna say all my friends made fun of me for wearing masks but the second the pandemic started it was “Steppin out in the Ari fit” smh smh smh,Pro-Mask,English,
1289017258786713601,"Herman Cain will not have the opportunity to find out if masks work against #COVID19 

 Former presidential candidate Herman Cain has died after contracting COVID-19 https://t.co/1CGwvmo63L",Pro-Mask,English,
1248806642310713344,They just tested 70 people positive for covid at one of the nav centers here and shit is gonna start hitting the fan REAL soon at work. I’m not sure what we’re going to do when we need to provide safer use supplies and all we have to protect ourselves is cloth masks,Pro-Mask,English,
1286658039089594369,Last chance to get your Walk to End Alzheimer's face mask! Now is the time to #Walk2EndAlz &amp; we’ve got you covered! Raise $25 by Jul. 24 to receive your own #Walk2EndAlz face mask! Register at https://t.co/R6HzHTxTIF #WearAMask #ENDALZ https://t.co/qB1egQstLJ,Pro-Mask,English,
1273360329532030977,"Protect Arizonans.
Mandate mask wearing, Governor @DougDucey.

#MaskUpArizona https://t.co/wkyF1emNX4",Pro-Mask,English,
1273685601120923650,"New Yorkers, because they have all been affected by the outbreak, are generally very good about wearing masks

New Yorkers have a reputation for being crass but it’s actually about enforcing cooperation— “get out of my way” is how we work together in a city of 8+ million https://t.co/SfNpafW8Gs",Pro-Mask,English,
